219,4691732.2160,7512579.6210,612.2860,PERDHESA
220,4691722.7120,7512591.3560,612.2860,PERDHESA
229,4691718.5800,7512587.9900,612.2860,PERDHESA
230,4691706.9380,7512602.1300,612.2860,PERDHESA
234,4691715.4639,7512609.1486,612.2860,PERDHESA
235,4691716.5810,7512607.7140,612.2860,PERDHESA
239,4691726.2420,7512615.5680,612.2860,PERDHESA
241,4691746.2350,7512591.1090,612.2860,PERDHESA
